date,datetime,value,price,market_cap,total_volume,hash_rate_ths,transaction_volume,MA_10,MA_50,EMA_10,EMA_50,RSI_14,Bollinger_High,Bollinger_Low,Bollinger_Middle,MACD,MACD_Signal,MACD_Diff,EMA_Diff,Day,Month,Weekday,Quarter,Weekday_Sin,Weekday_Cos,Month_Sin,Month_Cos,Price_Lag_1,MarketCap_Lag_1,TotalVolume_Lag_1,HashRate_Lag_1,TransactionVolume_Lag_1,Price_Lag_2,MarketCap_Lag_2,TotalVolume_Lag_2,HashRate_Lag_2,TransactionVolume_Lag_2,Price_Lag_3,MarketCap_Lag_3,TotalVolume_Lag_3,HashRate_Lag_3,TransactionVolume_Lag_3,Price_Lag_5,MarketCap_Lag_5,TotalVolume_Lag_5,HashRate_Lag_5,TransactionVolume_Lag_5,Price_Lag_7,MarketCap_Lag_7,TotalVolume_Lag_7,HashRate_Lag_7,TransactionVolume_Lag_7,Target_Price,price_Lag_1,price_Lag_2,price_Lag_3,price_Lag_5,price_Lag_7,market_cap_Lag_1,market_cap_Lag_2,market_cap_Lag_3,market_cap_Lag_5,market_cap_Lag_7,total_volume_Lag_1,total_volume_Lag_2,total_volume_Lag_3,total_volume_Lag_5,total_volume_Lag_7,hash_rate_ths_Lag_1,hash_rate_ths_Lag_2,hash_rate_ths_Lag_3,hash_rate_ths_Lag_5,hash_rate_ths_Lag_7,transaction_volume_Lag_1,transaction_volume_Lag_2,transaction_volume_Lag_3,transaction_volume_Lag_5,transaction_volume_Lag_7
01/05/2024,2024-05-01 00:00:00+00:00,0.0217765,-0.708319376,-0.706628991,-0.052163988,-0.872313295,-0.44946297,-0.445688511,-0.236104972,-0.489994786,-0.338110964,37.27060315,-0.112368161,-0.729368584,-0.420868373,-0.090309477,-0.070808864,-0.019500614,-0.793101942,1,5,2,2,1.327068616,-0.872416822,0.871505628,-1.084686167,-0.465727836,-0.468963478,-0.496899574,-0.401188601,-0.306417673,-0.51550086,-0.523216033,-0.897422392,-0.91669416,-0.997496278,-0.468896167,-0.480196505,-0.787842136,-0.440862122,-0.380504447,-0.375294748,-0.384184965,-0.587060846,-0.850688738,-0.70703864,-0.206279731,-0.218154735,-0.631871727,0.297095788,0.4857116,-0.895767528,-0.475283228,-0.533939358,-0.496722232,-0.422646965,-0.275803739,-0.478525907,-0.541651645,-0.507963273,-0.431555955,-0.287684712,-0.496463865,-0.896390597,-0.787569411,-0.588201899,-0.641456398,-0.409220293,-0.923768073,-0.460675071,-0.872313295,0.227983355,-0.309261634,-1.002974985,-0.38638551,-0.716184259,0.483791417
02/05/2024,2024-05-02 00:00:00+00:00,0.000326535,-0.895767528,-0.883689138,0.366329071,-0.203401181,0.141581594,-0.496442642,-0.256241349,-0.563771648,-0.359979849,32.57492676,-0.156967518,-0.775049985,-0.466008751,-0.117448734,-0.080136838,-0.037311896,-0.942681059,2,5,3,2,1.63E-16,-1.545302789,0.871505628,-1.084686167,-0.69967632,-0.697970874,-0.052497633,-0.865992723,-0.446286766,-0.456356794,-0.459559831,-0.497319078,-0.397255753,-0.305745945,-0.506597103,-0.514327301,-0.896693484,-0.910022696,-0.994375356,-0.428644109,-0.438473037,-0.637799873,-0.426905653,-0.629933349,-0.373125796,-0.380932955,-0.353588661,-0.198072457,-0.100699997,-0.831732875,-0.708319376,-0.475283228,-0.533939358,-0.474927703,-0.438446568,-0.706628991,-0.478525907,-0.541651645,-0.484747659,-0.446329042,-0.052163988,-0.496463865,-0.896390597,-0.638932107,-0.362816704,-0.872313295,-0.409220293,-0.923768073,-0.460675071,-0.254855959,-0.44946297,-0.309261634,-1.002974985,-0.638651548,-0.103697739
03/05/2024,2024-05-03 00:00:00+00:00,0.030714595,-0.831732875,-0.833586448,-0.459860085,-1.026677629,-0.71330051,-0.555358957,-0.277590217,-0.612491871,-0.378479968,35.56164834,-0.172350976,-0.821720651,-0.497035813,-0.132265059,-0.090562482,-0.041702577,-1.033312575,3,5,4,2,-1.327068616,-0.872416822,0.871505628,-1.084686167,-0.887858331,-0.875732973,0.366091562,-0.194608991,0.143357166,-0.691331475,-0.689579735,-0.052823027,-0.86475032,-0.44555055,-0.447178462,-0.450372543,-0.496655902,-0.388733169,-0.303720613,-0.450884121,-0.462167162,-0.786463018,-0.426905653,-0.379058,-0.356917878,-0.365774917,-0.578685388,-0.831296092,-0.712063108,-0.548548451,-0.895767528,-0.708319376,-0.475283228,-0.496722232,-0.422646965,-0.883689138,-0.706628991,-0.478525907,-0.507963273,-0.431555955,0.366329071,-0.052163988,-0.496463865,-0.787569411,-0.588201899,-0.203401181,-0.872313295,-0.409220293,-0.460675071,-0.872313295,0.141581594,-0.44946297,-0.309261634,-0.38638551,-0.716184259
04/05/2024,2024-05-04 00:00:00+00:00,-0.047343347,-0.548548451,-0.545138229,-0.266952967,-0.409220293,0.87474026,-0.582633428,-0.290710132,-0.600865795,-0.38514932,46.78764227,-0.179170681,-0.826869111,-0.503019896,-0.119775786,-0.096405143,-0.023370644,-0.992547798,4,5,5,2,-1.327068616,0.473355113,0.871505628,-1.084686167,-0.823572983,-0.825431652,-0.460287386,-1.02092743,-0.709499074,-0.880338931,-0.868127771,0.365854811,-0.18948039,0.14382152,-0.683244008,-0.681471269,-0.052232876,-0.857893743,-0.443303796,-0.488861968,-0.496549905,-0.895303123,-0.903661624,-0.992248351,-0.410549726,-0.420352668,-0.629350667,-0.409147002,-0.634672605,-0.473542283,-0.831732875,-0.895767528,-0.708319376,-0.533939358,-0.474927703,-0.833586448,-0.883689138,-0.706628991,-0.541651645,-0.484747659,-0.459860085,0.366329071,-0.052163988,-0.896390597,-0.638932107,-1.026677629,-0.203401181,-0.872313295,-0.923768073,-0.460675071,-0.71330051,0.141581594,-0.44946297,-1.002974985,-0.638651548
05/05/2024,2024-05-05 00:00:00+00:00,-0.006150438,-0.473542283,-0.477026151,-0.739845417,-0.512129849,0.624584105,-0.586143,-0.299390766,-0.577716065,-0.388615711,49.30672831,-0.196472263,-0.824339305,-0.510405784,-0.10264238,-0.09765259,-0.004989789,-0.928969152,5,5,6,2,-4.00E-16,1.14624108,0.871505628,-1.084686167,-0.539279892,-0.535839884,-0.267335953,-0.401188601,0.874778424,-0.8157716,-0.817604054,-0.460699136,-1.020581842,-0.708641502,-0.873128927,-0.860856718,0.366376179,-0.180217359,0.14513483,-0.429006902,-0.432123044,-0.495306863,-0.373932767,-0.30235929,-0.432907499,-0.444173225,-0.777797732,-0.409147002,-0.382869269,-0.459050627,-0.548548451,-0.831732875,-0.895767528,-0.475283228,-0.496722232,-0.545138229,-0.833586448,-0.883689138,-0.478525907,-0.507963273,-0.266952967,-0.459860085,0.366329071,-0.496463865,-0.787569411,-0.409220293,-1.026677629,-0.203401181,-0.409220293,-0.460675071,0.87474026,-0.71330051,0.141581594,-0.309261634,-0.38638551
06/05/2024,2024-05-06 00:00:00+00:00,0.054121204,-0.459050627,-0.468892086,-0.826424032,-1.386861075,-0.1506043,-0.589783366,-0.301351416,-0.556140531,-0.391377864,49.8011866,-0.193465375,-0.822916382,-0.508190878,-0.086893027,-0.095500678,0.008607651,-0.871218771,6,5,0,2,-2.47E-17,1.14624108,0.871505628,-1.084686167,-0.463980075,-0.467457776,-0.740337036,-0.504478406,0.625215078,-0.530231481,-0.526731917,-0.267706843,-0.397255753,0.874905549,-0.808261844,-0.810096038,-0.460041976,-1.014280601,-0.705978066,-0.666806332,-0.664927704,-0.050929744,-0.850688738,-0.441787727,-0.47108644,-0.478739434,-0.88647964,-0.884064728,-0.998327809,-0.523079781,-0.473542283,-0.548548451,-0.831732875,-0.708319376,-0.533939358,-0.477026151,-0.545138229,-0.833586448,-0.706628991,-0.541651645,-0.739845417,-0.266952967,-0.459860085,-0.052163988,-0.896390597,-0.512129849,-0.409220293,-1.026677629,-0.872313295,-0.923768073,0.624584105,0.87474026,-0.71330051,-0.44946297,-1.002974985
07/05/2024,2024-05-07 00:00:00+00:00,-0.013470729,-0.523079781,-0.527465786,-0.833579204,-1.386861075,-1.225067511,-0.594598574,-0.309383176,-0.550129486,-0.396542645,47.59236294,-0.195749453,-0.824821931,-0.510285692,-0.078671296,-0.092134801,0.013463506,-0.848706195,7,5,1,2,1.327068616,0.473355113,0.871505628,-1.084686167,-0.449431685,-0.459291464,-0.82693554,-1.382441747,-0.148136318,-0.454601367,-0.458047472,-0.740808092,-0.501143435,0.625457267,-0.52139611,-0.517859674,-0.267081389,-0.388733169,0.875060971,-0.858085942,-0.845637348,0.36763607,-0.162041224,0.145998536,-0.410914439,-0.413968792,-0.487064768,-0.356378366,-0.305886851,-0.584960435,-0.459050627,-0.473542283,-0.548548451,-0.895767528,-0.475283228,-0.468892086,-0.477026151,-0.545138229,-0.883689138,-0.478525907,-0.826424032,-0.739845417,-0.266952967,0.366329071,-0.496463865,-1.386861075,-0.512129849,-0.409220293,-0.203401181,-0.409220293,-0.1506043,0.624584105,0.87474026,0.141581594,-0.309261634
08/05/2024,2024-05-08 00:00:00+00:00,0.025342609,-0.584960435,-0.585394015,-0.761010958,-1.129587185,-0.654063182,-0.603422394,-0.31755706,-0.556462385,-0.403931578,45.49235198,-0.197692327,-0.814972888,-0.506332607,-0.076269578,-0.088961757,0.012692179,-0.853226889,8,5,2,2,1.327068616,-0.872416822,0.871505628,-1.084686167,-0.513711512,-0.518097379,-0.834092356,-1.382441747,-1.220053312,-0.439989161,-0.449845055,-0.827424935,-1.384188727,-0.147537567,-0.445414886,-0.448853091,-0.740104913,-0.492991075,0.626007765,-0.792742415,-0.79450196,-0.45869672,-1.009607395,-0.704170788,-0.649973022,-0.648015693,-0.043333545,-0.831296092,-0.445831034,-0.672691132,-0.523079781,-0.459050627,-0.473542283,-0.831732875,-0.708319376,-0.527465786,-0.468892086,-0.477026151,-0.833586448,-0.706628991,-0.833579204,-0.826424032,-0.739845417,-0.459860085,-0.052163988,-1.386861075,-1.386861075,-0.512129849,-1.026677629,-0.872313295,-1.225067511,-0.1506043,0.624584105,-0.71330051,-0.44946297
09/05/2024,2024-05-09 00:00:00+00:00,0.043007028,-0.672691132,-0.683027247,-0.747320831,-0.452312423,-0.169761158,-0.617297572,-0.318959178,-0.577594885,-0.414471169,42.62098223,-0.197911585,-0.831925028,-0.514918306,-0.080517181,-0.087272841,0.006755661,-0.88892296,9,5,3,2,1.63E-16,-1.545302789,0.871505628,-1.084686167,-0.575834429,-0.576255264,-0.761507439,-1.124217235,-0.650402124,-0.504550947,-0.508910967,-0.834583266,-1.384188727,-1.218960343,-0.430734843,-0.440612203,-0.826707526,-1.379183269,-0.145762805,-0.503769673,-0.500108354,-0.265756065,-0.373932767,0.875115457,-0.842265461,-0.8296896,0.37462389,-0.145303821,0.14412945,-0.524905516,-0.584960435,-0.523079781,-0.459050627,-0.548548451,-0.895767528,-0.585394015,-0.527465786,-0.468892086,-0.545138229,-0.883689138,-0.761010958,-0.833579204,-0.826424032,-0.266952967,0.366329071,-1.129587185,-1.386861075,-1.386861075,-0.409220293,-0.203401181,-0.654063182,-1.225067511,-0.1506043,0.87474026,0.141581594
10/05/2024,2024-05-10 00:00:00+00:00,0.05369413,-0.524905516,-0.540937435,-0.547265331,-0.623077112,1.265528488,-0.6222598,-0.326100325,-0.568015,-0.418801927,48.5160385,-0.20208672,-0.834173381,-0.518130051,-0.071138334,-0.08404594,0.012907606,-0.858155744,10,5,4,2,-1.327068616,-0.872416822,0.871505628,-1.084686167,-0.663908592,-0.674275561,-0.747814167,-0.444439955,-0.167247779,-0.566946361,-0.567325985,-0.761982978,-1.124469523,-0.649571799,-0.495596355,-0.499955142,-0.833864682,-1.379183269,-1.215488667,-0.427230372,-0.430592375,-0.738730727,-0.479878538,0.626338359,-0.776575939,-0.778281355,-0.450507837,-0.989602,-0.709184648,-0.697712316,-0.672691132,-0.584960435,-0.523079781,-0.473542283,-0.831732875,-0.683027247,-0.585394015,-0.527465786,-0.477026151,-0.833586448,-0.747320831,-0.761010958,-0.833579204,-0.739845417,-0.459860085,-0.452312423,-1.129587185,-1.386861075,-0.512129849,-1.026677629,-0.169761158,-0.654063182,-1.225067511,0.624584105,-0.71330051
11/05/2024,2024-05-11 00:00:00+00:00,0.00659212,-0.697712316,-0.7004074,-0.614152019,0.056769345,1.305791474,-0.621199094,-0.333206774,-0.59159633,-0.42973959,42.95833208,-0.213779777,-0.853107828,-0.533443803,-0.0767647,-0.082589692,0.005824992,-0.898846391,11,5,5,2,-1.327068616,0.473355113,0.871505628,-1.084686167,-0.515544395,-0.531622436,-0.54771271,-0.615835617,1.264640579,-0.655406854,-0.665779657,-0.748286806,-0.440757461,-0.166640217,-0.558281438,-0.558644133,-0.761276321,-1.118538506,-0.647001918,-0.412442505,-0.422290654,-0.825324394,-1.380417595,-0.1445766,-0.486073081,-0.48231687,-0.257847619,-0.356378366,0.875943373,-0.706216996,-0.524905516,-0.672691132,-0.584960435,-0.459050627,-0.548548451,-0.540937435,-0.683027247,-0.585394015,-0.468892086,-0.545138229,-0.547265331,-0.747320831,-0.761010958,-0.826424032,-0.266952967,-0.623077112,-0.452312423,-1.129587185,-1.386861075,-0.409220293,1.265528488,-0.169761158,-0.654063182,-0.1506043,0.87474026
12/05/2024,2024-05-12 00:00:00+00:00,-0.005304996,-0.706216996,-0.709206418,-1.043151741,-1.254363108,0.122052403,-0.602244041,-0.337384125,-0.612436451,-0.440581841,42.69908691,-0.228521906,-0.870164777,-0.549343342,-0.080976446,-0.082267043,0.001290597,-0.932134164,12,5,6,2,-4.00E-16,1.14624108,0.871505628,-1.084686167,-0.689027734,-0.691724618,-0.614614764,0.06652286,1.304808151,-0.506391869,-0.522495822,-0.548142975,-0.613145219,1.264587954,-0.647152607,-0.657559566,-0.747582399,-0.432389904,-0.1648352,-0.477780421,-0.482071654,-0.832480811,-1.380417595,-1.213116528,-0.409128502,-0.412429956,-0.73013482,-0.461915638,0.626246049,-0.65040207,-0.697712316,-0.524905516,-0.672691132,-0.523079781,-0.473542283,-0.7004074,-0.540937435,-0.683027247,-0.527465786,-0.477026151,-0.614152019,-0.547265331,-0.747320831,-0.833579204,-0.739845417,0.056769345,-0.623077112,-0.452312423,-1.386861075,-0.512129849,1.305791474,1.265528488,-0.169761158,-1.225067511,0.624584105
13/05/2024,2024-05-13 00:00:00+00:00,0.037312402,-0.65040207,-0.654760749,-1.009709316,-0.52595619,0.104647696,-0.584110961,-0.341632845,-0.619339291,-0.448810085,45.04311312,-0.279074187,-0.860395731,-0.569734959,-0.078900965,-0.081593827,0.002692862,-0.934590745,13,5,0,2,-2.47E-17,1.14624108,0.871505628,-1.084686167,-0.69756571,-0.700558519,-1.043713035,-1.249454203,0.123874255,-0.680636179,-0.683305862,-0.615059196,0.073162981,1.304737006,-0.497445824,-0.513603712,-0.547471449,-0.605391999,1.2641262,-0.540925921,-0.541193878,-0.759899948,-1.115553167,-0.645260022,-0.394262334,-0.404083937,-0.816602624,-1.358982454,-0.147520523,-0.545533058,-0.706216996,-0.697712316,-0.524905516,-0.584960435,-0.459050627,-0.709206418,-0.7004074,-0.540937435,-0.585394015,-0.468892086,-1.043151741,-0.614152019,-0.547265331,-0.761010958,-0.826424032,-1.254363108,0.056769345,-0.623077112,-1.129587185,-1.386861075,0.122052403,1.305791474,1.265528488,-0.654063182,-0.1506043
